end_of_week,EUR,GBP,USD,AUD,CAD,CNY,HKD,INR,IDR,JPY,KRW,MYR,TWD,NZD,PHP,QAR,SAR,CHF,THB,AED,VND
2013-02-01,1.6894,1.9694,1.2415,1.2917,1.2442,19.94,16.01,2.326,0.012717,1.352,0.1132,39.96,4.1921,1.0445,3.0448,34.1,33.1,1.3638,4.1536,33.8,0.005952
2013-02-08,1.661,1.9469,1.2385,1.2742,1.241,19.88,15.97,2.3167,0.012798,1.3246,0.1131,40.0,4.1762,1.0338,3.0452,34.02,33.02,1.3497,4.156,33.72,0.005944
2013-02-15,1.6499,1.9162,1.2348,1.2797,1.2343,19.81,15.92,2.2913,0.012764,1.3358,0.1146,39.91,4.1744,1.0507,3.041,33.92,32.93,1.34,4.1367,33.62,0.005924
2013-02-22,1.6349,1.889,1.2377,1.2769,1.2175,19.84,15.96,2.273,0.012749,1.3275,0.114,39.93,4.1814,1.0369,3.0395,33.99,33.0,1.3319,4.1506,33.7,0.005931
2013-03-01,1.6178,1.8771,1.2371,1.2656,1.2011,19.88,15.95,2.267,0.012783,1.3347,0.1141,39.98,4.1788,1.0232,3.0392,33.98,32.99,1.3214,4.1597,33.68,0.005909
2013-03-08,1.6331,1.8709,1.2468,1.2772,1.2094,20.06,16.07,2.2869,0.01287,1.308,0.1143,40.14,4.2051,1.0295,3.0623,34.25,33.25,1.3202,4.193,33.95,0.005956
2013-03-15,1.6244,1.8831,1.2484,1.2946,1.2212,20.09,16.09,2.305,0.01287,1.2984,0.1125,40.06,4.2015,1.0243,3.0749,34.29,33.29,1.3181,4.219,33.99,0.005962
2013-03-22,1.6137,1.8973,1.2494,1.3025,1.2199,20.11,16.1,2.301,0.012824,1.3156,0.1118,40.12,4.1876,1.0399,3.0604,34.32,33.32,1.3206,4.2744,34.02,0.005989
2013-03-28,1.5892,1.8823,1.2436,1.2966,1.2234,20.01,16.02,2.2847,0.012808,1.3205,0.1117,40.07,4.155,1.0395,3.0465,34.16,33.16,1.3038,4.2502,33.86,0.005939
2013-04-05,1.6035,1.8889,1.2402,1.2908,1.2244,20.0,15.98,2.2616,0.012717,1.2804,0.1099,40.47,4.1423,1.0418,3.0118,34.06,33.07,1.3192,4.2335,33.77,0.005923
2013-04-12,1.6223,1.9052,1.2373,1.3057,1.2248,19.99,15.94,2.2709,0.012742,1.2443,0.1094,40.75,4.1332,1.0683,3.0021,33.98,32.99,1.3309,4.2607,33.69,0.005934
2013-04-19,1.6143,1.8897,1.2356,1.2746,1.2058,20.0,15.92,2.2945,0.012727,1.2551,0.1106,40.68,4.1425,1.0421,3.0038,33.94,32.95,1.3265,4.303,33.64,0.005913
2013-04-26,1.6128,1.9118,1.2373,1.2753,1.2132,20.07,15.94,2.2838,0.012727,1.2477,0.1115,40.75,4.1794,1.0541,3.0039,33.99,32.99,1.3115,4.2279,33.69,0.00591
2013-05-03,1.6142,1.9166,1.2346,1.2676,1.2208,20.05,15.91,2.2871,0.012674,1.26,0.1123,40.55,4.1808,1.0527,3.0164,33.91,32.92,1.321,4.1688,33.61,0.005896
2013-05-10,1.6117,1.9088,1.2356,1.2465,1.2259,20.12,15.92,2.2649,0.012693,1.2235,0.112,41.35,4.1759,1.0349,3.0038,33.94,32.94,1.3026,4.1666,33.64,0.005899
2013-05-17,1.6134,1.9126,1.2545,1.2239,1.2276,20.43,16.16,2.2861,0.01285,1.2262,0.1123,41.53,4.1856,1.0166,3.0465,34.45,33.45,1.2977,4.2119,34.15,0.005975
2013-05-23,1.6287,1.9055,1.2676,1.2212,1.221,20.66,16.33,2.2723,0.012971,1.2325,0.1129,41.77,4.233,1.0171,3.05,34.82,33.8,1.2956,4.2211,34.51,0.006036
2013-05-31,1.6444,1.9202,1.2613,1.2164,1.224,20.56,16.25,2.2351,0.01287,1.2498,0.1118,40.88,4.2121,1.0193,2.9814,34.64,33.63,1.3217,4.18,34.34,0.006001
2013-06-07,1.6461,1.9365,1.2416,1.1784,1.2085,20.24,16.0,2.1861,0.012686,1.2887,0.1119,40.24,4.1844,0.9889,2.9492,34.1,33.11,1.3395,4.0502,33.8,0.005908
2013-06-14,1.671,1.9653,1.2517,1.1998,1.2299,20.4,16.12,2.1688,0.012669,1.3188,0.1108,40.07,4.1897,1.0086,2.9208,34.37,33.38,1.3551,4.0972,34.08,0.005955
2013-06-21,1.6884,1.9787,1.2755,1.1765,1.2294,20.8,16.44,2.1368,0.012838,1.3109,0.1105,39.74,4.2428,0.9923,2.9068,35.03,34.01,1.3783,4.0862,34.73,0.006065
2013-06-28,1.6535,1.932,1.2652,1.1712,1.2073,20.59,16.31,2.1147,0.012744,1.2797,0.1104,39.8,4.2201,0.9876,2.925,34.75,33.74,1.3407,4.059,34.45,0.005973
2013-07-05,1.6457,1.9193,1.2759,1.1645,1.2115,20.82,16.46,2.1175,0.012833,1.2725,0.1117,40.05,4.2473,0.9964,2.9395,35.04,34.02,1.3332,4.0953,34.74,0.006009
2013-07-12,1.6496,1.9137,1.2606,1.1558,1.2163,20.53,16.25,2.1086,0.012625,1.2729,0.1125,39.83,4.2182,0.9911,2.9066,34.62,33.61,1.3312,4.0508,34.32,0.00594
2013-07-19,1.6651,1.9307,1.2677,1.164,1.2221,20.65,16.34,2.1192,0.012542,1.2671,0.1129,39.63,4.2327,1.0025,2.9216,34.81,33.8,1.3458,4.0736,34.51,0.005973
2013-07-26,1.6767,1.9437,1.2624,1.1701,1.2291,20.58,16.27,2.1497,0.012304,1.2775,0.1137,39.39,4.2223,1.0217,2.9151,34.68,33.66,1.359,4.0585,34.37,0.005951
2013-08-02,1.686,1.9299,1.2756,1.1369,1.2326,20.81,16.45,2.1011,0.012406,1.2842,0.1134,39.23,4.2531,1.0081,2.9259,35.03,34.01,1.3621,4.0631,34.73,0.006023
2013-08-07,1.6866,1.9441,1.2684,1.1369,1.2214,20.72,16.35,2.071,0.012333,1.3043,0.1136,38.97,4.2361,1.0011,2.9075,34.83,33.82,1.3701,4.0299,34.53,0.006017
2013-08-16,1.6956,1.9866,1.2706,1.165,1.2331,20.79,16.39,2.068,0.01225,1.3011,0.1139,38.77,4.2445,1.0261,2.9019,34.89,33.88,1.3702,4.0601,34.59,0.006022
2013-08-23,1.7085,1.995,1.28,1.1546,1.2149,20.91,16.5,1.9807,0.011808,1.293,0.1146,38.71,4.2699,1.0026,2.8927,35.15,34.13,1.3845,4.0056,34.85,0.006046
2013-08-30,1.689,1.979,1.2757,1.1416,1.2113,20.84,16.45,1.8951,0.011682,1.2986,0.115,38.66,4.2616,0.9925,2.8592,35.03,34.01,1.3698,3.9748,34.73,0.00603
2013-09-06,1.681,1.9979,1.2797,1.1689,1.221,20.91,16.5,1.94,0.011451,1.2823,0.1169,38.57,4.296,1.0131,2.8754,35.16,34.12,1.3563,3.9473,34.84,0.006051
2013-09-13,1.6865,2.005,1.2694,1.1738,1.2294,20.75,16.37,1.9805,0.011125,1.2744,0.117,38.58,4.2723,1.03,2.8942,34.86,33.85,1.362,3.9893,34.56,0.006012
2013-09-20,1.6868,1.9992,1.246,1.178,1.2124,20.36,16.07,2.006,0.010944,1.2552,0.1163,39.46,4.2223,1.0438,2.8951,34.23,33.22,1.3686,4.0213,33.92,0.005898
2013-09-27,1.6927,2.0145,1.2556,1.1732,1.2171,20.51,16.19,2.0292,0.010863,1.2708,0.1167,38.95,4.2456,1.0404,2.8971,34.49,33.48,1.3798,4.0205,34.18,0.005945
2013-10-04,1.6999,2.0175,1.2477,1.1773,1.2081,20.38,16.09,2.0188,0.0108,1.2829,0.1164,38.98,4.2513,1.035,2.8912,34.27,33.27,1.389,3.9824,33.97,0.00591
2013-10-11,1.6903,1.9952,1.2485,1.1828,1.2006,20.41,16.1,2.0389,0.010892,1.2674,0.1167,39.25,4.2467,1.0371,2.8964,34.29,33.29,1.3708,3.9901,33.99,0.005917
2013-10-18,1.6937,2.0015,1.2395,1.1925,1.2039,20.34,15.99,2.0275,0.010954,1.2645,0.1168,39.34,4.2179,1.0485,2.8789,34.04,33.05,1.3723,3.9932,33.75,0.00587
2013-10-25,1.7082,2.005,1.2375,1.1886,1.1877,20.35,15.96,2.0133,0.011245,1.2726,0.1166,39.29,4.2087,1.0296,2.8729,33.99,33.0,1.3875,3.9746,33.69,0.005862
2013-11-01,1.6832,1.9908,1.2417,1.1771,1.1913,20.37,16.02,2.0086,0.010926,1.2683,0.1168,39.19,4.2222,1.0263,2.8726,34.11,33.11,1.3674,3.9798,33.81,0.005885
2013-11-08,1.6681,2.0023,1.2439,1.1765,1.1902,20.42,16.05,1.9847,0.010907,1.2673,0.117,39.02,4.2285,1.0363,2.8791,34.17,33.17,1.3565,3.9653,33.87,0.005896
2013-11-15,1.6784,2.0043,1.2477,1.1661,1.1919,20.48,16.09,1.9769,0.010768,1.2447,0.1169,39.0,4.2191,1.0342,2.8633,34.27,33.27,1.3594,3.9472,33.97,0.005913
2013-11-22,1.6846,2.0247,1.251,1.1495,1.1868,20.53,16.14,1.9871,0.010676,1.2349,0.1178,38.89,4.2299,1.0272,2.8511,34.36,33.36,1.3674,3.9321,34.06,0.005929
2013-11-29,1.7097,2.055,1.2555,1.1395,1.1847,20.61,16.19,2.0159,0.010487,1.2248,0.1186,38.91,4.2406,1.0172,2.8686,34.48,33.48,1.3873,3.9137,34.18,0.005945
2013-12-06,1.7136,2.0475,1.2537,1.1357,1.1765,20.6,16.17,2.0339,0.010471,1.2312,0.1185,38.93,4.2389,1.0279,2.8578,34.43,33.43,1.398,3.8778,34.13,0.005939
2013-12-13,1.7274,2.0537,1.2555,1.1243,1.1802,20.68,16.19,2.0219,0.010391,1.2111,0.1192,38.85,4.2408,1.0349,2.8399,34.48,33.47,1.4116,3.9137,34.18,0.005947
2013-12-20,1.7282,2.0735,1.2667,1.1242,1.1877,20.86,16.33,2.0334,0.01034,1.2131,0.1194,38.59,4.236,1.0401,2.847,34.79,33.78,1.4096,3.8963,34.49,0.006002
2013-12-27,1.7414,2.0844,1.2677,1.1261,1.1917,20.89,16.35,2.0418,0.010333,1.2093,0.1201,38.5,4.2288,1.0346,2.8587,34.81,33.8,1.4183,3.8638,34.51,0.006009
2014-01-03,1.731,2.0828,1.2673,1.133,1.1893,20.94,16.34,2.0316,0.010373,1.2155,0.1201,38.48,4.2327,1.0417,2.8389,34.8,33.79,1.4087,3.8403,34.5,0.006008
2014-01-10,1.7295,2.0937,1.2706,1.131,1.1714,20.99,16.39,2.0508,0.010421,1.2112,0.1197,38.89,4.2331,1.048,2.8457,34.89,33.88,1.4015,3.8491,34.59,0.006025
2014-01-17,1.7329,2.0801,1.2728,1.1218,1.1641,21.03,16.41,2.0737,0.010499,1.2199,0.1199,38.6,4.232,1.0567,2.8234,34.95,33.94,1.4059,3.8864,34.65,0.006029
2014-01-24,1.7488,2.1254,1.278,1.12,1.1508,21.13,16.46,2.0565,0.010493,1.2364,0.1187,38.36,4.2297,1.0587,2.8195,35.1,34.08,1.4219,3.8869,34.79,0.00606
2014-01-30,1.7419,2.1126,1.2759,1.1145,1.1411,21.06,16.43,2.032,0.010445,1.2468,0.1192,38.13,4.2033,1.0437,2.8138,35.04,34.02,1.424,3.8675,34.74,0.006058
2014-02-07,1.7239,2.0704,1.2684,1.1345,1.1465,20.92,16.35,2.0351,0.010431,1.2438,0.1179,38.18,4.1891,1.0438,2.8124,34.83,33.82,1.4084,3.8647,34.53,0.00601
2014-02-14,1.7311,2.1069,1.2653,1.138,1.1551,20.87,16.31,2.031,0.010642,1.2432,0.1191,38.13,4.1757,1.0551,2.8224,34.75,33.74,1.4179,3.8884,34.45,0.005997
2014-02-21,1.736,2.1071,1.2656,1.1374,1.1375,20.78,16.32,2.0375,0.010735,1.2348,0.1179,38.33,4.1754,1.0508,2.8348,34.76,33.75,1.4235,3.8906,34.46,0.005999
2014-02-28,1.7366,2.1142,1.2672,1.1345,1.1386,20.56,16.33,2.0407,0.010896,1.2447,0.1188,38.65,4.1794,1.0634,2.8343,34.8,33.79,1.4265,3.8818,34.5,0.006006
2014-03-07,1.7507,2.1146,1.2635,1.1485,1.1492,20.67,16.28,2.0715,0.011062,1.2275,0.1189,38.79,4.1762,1.0711,2.8396,34.7,33.69,1.4361,3.9148,34.4,0.005988
2014-03-14,1.7555,2.1053,1.2665,1.143,1.1421,20.61,16.31,2.0595,0.011102,1.2451,0.1182,38.6,4.1761,1.082,2.8341,34.78,33.77,1.4468,3.9186,34.48,0.006005
2014-03-21,1.76,2.1085,1.277,1.1566,1.1357,20.51,16.45,2.0919,0.011158,1.248,0.1181,38.59,4.1712,1.0897,2.824,35.07,34.05,1.446,3.9401,34.77,0.006055
2014-03-28,1.734,2.0967,1.2614,1.1706,1.1454,20.3,16.26,2.1006,0.011055,1.235,0.1181,38.48,4.1347,1.0958,2.805,34.64,33.63,1.4221,3.8788,34.34,0.00598
2014-04-04,1.7332,2.0966,1.2639,1.1677,1.1464,20.33,16.29,2.0948,0.011176,1.2163,0.1196,38.47,4.1727,1.0818,2.8087,34.71,33.7,1.4165,3.8841,34.41,0.005991
2014-04-11,1.7355,2.0952,1.2492,1.1715,1.1427,20.11,16.11,2.0718,0.010905,1.2287,0.1205,38.59,4.1536,1.0792,2.8148,34.31,33.31,1.4249,3.8639,34.01,0.005922
2014-04-17,1.7308,2.1056,1.2507,1.1724,1.1365,20.11,16.13,2.0746,0.010945,1.2265,0.1205,38.6,4.1469,1.0787,2.8128,34.35,33.35,1.4209,3.8848,34.05,0.005927
2014-04-25,1.7388,2.1127,1.2571,1.1658,1.1403,20.1,16.21,2.0566,0.010856,1.2282,0.1209,38.44,4.1512,1.0773,2.8142,34.53,33.52,1.4254,3.8871,34.22,0.005955
2014-05-02,1.7366,2.1155,1.2529,1.1622,1.1431,20.02,16.16,2.0807,0.010864,1.224,0.1215,38.33,4.1524,1.0805,2.8119,34.42,33.41,1.4244,3.867,34.11,0.005943
2014-05-09,1.7267,2.1117,1.2476,1.1685,1.1523,20.03,16.09,2.0774,0.010823,1.2268,0.1222,38.67,4.1466,1.0789,2.851,34.27,33.26,1.4168,3.8305,33.97,0.005913
2014-05-16,1.7174,2.1022,1.252,1.1717,1.1516,20.09,16.15,2.1294,0.010973,1.2341,0.1221,38.74,4.1525,1.0831,2.8617,34.39,33.38,1.406,3.8541,34.09,0.005924
2014-05-23,1.7089,2.1121,1.2522,1.1575,1.1494,20.07,16.15,2.1432,0.010836,1.2304,0.1223,39.03,4.1581,1.0731,2.8712,34.39,33.39,1.3993,3.8511,34.09,0.005925
2014-05-30,1.707,2.0997,1.2548,1.1691,1.1585,20.1,16.18,2.1286,0.010795,1.2354,0.123,39.03,4.1845,1.0671,2.863,34.47,33.46,1.3981,3.8274,34.16,0.00593
2014-06-06,1.7115,2.1063,1.2529,1.1695,1.1471,20.04,16.16,2.1166,0.010569,1.2243,0.1228,38.86,4.173,1.0638,2.867,34.41,33.4,1.4054,3.8456,34.11,0.005913
2014-06-13,1.6915,2.1149,1.2479,1.1749,1.1492,20.1,16.1,2.1031,0.010589,1.2256,0.1225,38.87,4.1599,1.0812,2.8497,34.28,33.27,1.3887,3.8521,33.97,0.00588
2014-06-20,1.7015,2.1298,1.2493,1.1757,1.1552,20.06,16.12,2.0747,0.010439,1.2267,0.1226,38.8,4.1664,1.0895,2.8547,34.31,33.31,1.3988,3.8476,34.01,0.00586
2014-06-27,1.7017,2.1284,1.2486,1.1783,1.1689,20.07,16.11,2.077,0.010319,1.2318,0.1232,38.93,4.1754,1.0968,2.852,34.29,33.29,1.3996,3.846,34.0,0.005852
2014-07-04,1.6965,2.1396,1.2465,1.1668,1.1719,20.08,16.08,2.0892,0.010495,1.2206,0.1236,39.12,4.1732,1.0912,2.8621,34.24,33.24,1.3954,3.8496,33.94,0.005852
2014-07-11,1.69,2.1285,1.2424,1.167,1.1679,20.01,16.03,2.065,0.010692,1.2265,0.122,38.98,4.151,1.0951,2.8564,34.13,33.13,1.3914,3.8566,33.83,0.005863
2014-07-18,1.6798,2.1224,1.2417,1.1624,1.1553,20.02,16.02,2.0566,0.010624,1.2256,0.1202,38.96,4.1416,1.0774,2.8486,34.11,33.11,1.3835,3.8574,33.81,0.005857
2014-07-25,1.6716,2.1087,1.2412,1.1678,1.1551,20.03,16.01,2.0628,0.010705,1.2196,0.1206,39.03,4.14,1.0642,2.8629,34.09,33.09,1.3751,3.8958,33.79,0.005844
2014-08-01,1.6713,2.1067,1.2484,1.1603,1.1436,20.22,16.11,2.0568,0.010602,1.2132,0.1208,38.94,4.1598,1.0618,2.8575,34.29,33.29,1.3734,3.8751,33.99,0.00588
2014-08-08,1.675,2.1079,1.2542,1.1598,1.1461,20.37,16.18,2.0326,0.01062,1.2323,0.1208,38.99,4.1784,1.059,2.8353,34.44,33.44,1.3809,3.886,34.15,0.005912
2014-08-15,1.6642,2.0781,1.2454,1.161,1.1427,20.26,16.07,2.0495,0.010656,1.2149,0.1219,39.25,4.1548,1.0564,2.8517,34.2,33.2,1.3733,3.9045,33.91,0.005874
2014-08-22,1.659,2.0705,1.2488,1.163,1.1418,20.28,16.11,2.066,0.010709,1.2031,0.1225,39.48,4.1667,1.0495,2.8528,34.3,33.3,1.3705,3.9153,34.0,0.005893
